patric_id,classification,product,antibiotics,feature_id,gene,genome_id,refseq_locus_tag,source,evidence,query_coverage
fig|562.22824.peg.2263,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.22824.562.22824.con.0008.CDS.3039.3413.rev,,562.22824,,PATRIC,K-mer Search,
fig|562.22824.peg.43,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22824.562.22824.con.0001.CDS.71020.71424.rev,,562.22824,,PATRIC,K-mer Search,
fig|562.22824.peg.3912,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22824.562.22824.con.0021.CDS.40641.41873.rev,,562.22824,,PATRIC,K-mer Search,
fig|562.22824.peg.4787,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22824.562.22824.con.0053.CDS.329.1492.fwd,,562.22824,,CARD,BLAT,90.0
fig|562.22824.peg.1827,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22824.562.22824.con.0005.CDS.222001.223749.rev,,562.22824,,CARD,BLAT,100.0
fig|562.22825.peg.2330,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22825.562.22825.con.0013.CDS.117405.118568.rev,,562.22825,,PATRIC,K-mer Search,
fig|562.22825.peg.3358,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22825.562.22825.con.0022.CDS.34707.38201.fwd,,562.22825,,CARD,BLAT,98.0
fig|562.22825.peg.1591,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22825.562.22825.con.0009.CDS.60893.63307.fwd,,562.22825,,PATRIC,K-mer Search,
fig|562.22825.peg.2820,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22825.562.22825.con.0017.CDS.42149.42997.rev,,562.22825,,PATRIC,K-mer Search,
fig|562.22825.peg.2329,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22825.562.22825.con.0013.CDS.115867.117405.rev,,562.22825,,PATRIC,K-mer Search,
fig|562.22826.peg.24,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22826.562.22826.con.0001.CDS.36375.38396.rev,,562.22826,,CARD,BLAT,100.0
fig|562.22826.peg.5029,antibiotic inactivation enzyme,Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family),"streptomycin, spectinomycin",PATRIC.562.22826.562.22826.con.0053.CDS.3680.4621.rev,,562.22826,,PATRIC,K-mer Search,
fig|562.22826.peg.499,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22826.562.22826.con.0001.CDS.494572.494955.rev,,562.22826,,PATRIC,K-mer Search,
fig|562.22826.peg.2189,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.22826.562.22826.con.0007.CDS.72571.73161.rev,,562.22826,,PATRIC,K-mer Search,
fig|562.22826.peg.4086,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22826.562.22826.con.0022.CDS.13262.13411.fwd,,562.22826,,PATRIC,K-mer Search,
fig|562.22826.peg.1233,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22826.562.22826.con.0004.CDS.1722.2135.fwd,,562.22826,,PATRIC,K-mer Search,
fig|562.22826.peg.4488,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22826.562.22826.con.0030.CDS.17830.18453.fwd,,562.22826,,PATRIC,K-mer Search,
fig|562.22827.peg.1353,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22827.562.22827.con.0004.CDS.100623.101270.fwd,,562.22827,,PATRIC,K-mer Search,
fig|562.22827.peg.4388,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22827.562.22827.con.0023.CDS.1327.2865.rev,,562.22827,,CARD,BLAT,100.0
fig|562.22828.peg.355,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22828.562.22828.con.0001.CDS.384575.386113.rev,,562.22828,,PATRIC,K-mer Search,
fig|562.22828.peg.3658,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22828.562.22828.con.0017.CDS.99443.99856.rev,,562.22828,,PATRIC,K-mer Search,
fig|562.22828.peg.2907,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22828.562.22828.con.0012.CDS.114202.117696.rev,,562.22828,,CARD,BLAT,98.0
fig|562.22829.peg.947,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22829.562.22829.con.0003.CDS.142765.144513.rev,,562.22829,,CARD,BLAT,100.0
fig|562.22829.peg.2398,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22829.562.22829.con.0010.CDS.94386.97535.rev,,562.22829,,PATRIC,K-mer Search,
fig|562.22829.peg.780,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22829.562.22829.con.0002.CDS.353049.354212.rev,,562.22829,,PATRIC,K-mer Search,
fig|562.22829.peg.2400,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22829.562.22829.con.0010.CDS.98893.99540.fwd,,562.22829,,PATRIC,K-mer Search,
fig|562.2283.peg.490,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.2283.AXOD01000004.CDS.100553.101638.rev,,562.2283,,PATRIC,K-mer Search,
fig|562.2283.peg.141,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.2283.AXOD01000002.CDS.8243.8461.fwd,,562.2283,,PATRIC,K-mer Search,
fig|562.2283.peg.489,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.2283.AXOD01000004.CDS.97381.100530.rev,,562.2283,,PATRIC,K-mer Search,
fig|562.22831.peg.4322,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.22831.562.22831.con.0027.CDS.11618.12091.fwd,,562.22831,,PATRIC,K-mer Search,
fig|562.22831.peg.5036,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22831.562.22831.con.0069.CDS.1492.3030.fwd,,562.22831,,CARD,BLAT,100.0
fig|562.22831.peg.4325,"antibiotic target replacement protein,sulfonamide resistance gene",Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, sulfamethazine",PATRIC.562.22831.562.22831.con.0027.CDS.13480.14319.fwd,,562.22831,,CARD,BLAT,100.0
fig|562.22831.peg.3317,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22831.562.22831.con.0016.CDS.42150.42998.rev,,562.22831,,PATRIC,K-mer Search,
fig|562.22832.peg.3043,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22832.562.22832.con.0017.CDS.29529.31943.rev,,562.22832,,PATRIC,K-mer Search,
fig|562.22832.peg.2169,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.22832.562.22832.con.0009.CDS.129215.130372.fwd,,562.22832,,PATRIC,K-mer Search,
fig|562.22832.peg.3990,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22832.562.22832.con.0027.CDS.47151.47564.fwd,,562.22832,,PATRIC,K-mer Search,
fig|562.22832.peg.1148,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22832.562.22832.con.0004.CDS.129377.131125.fwd,,562.22832,,CARD,BLAT,100.0
fig|562.22832.peg.859,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.22832.562.22832.con.0003.CDS.146335.148962.rev,,562.22832,,PATRIC,K-mer Search,
fig|562.22832.peg.5053,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.22832.562.22832.con.0074.CDS.2676.3512.fwd,,562.22832,,PATRIC,K-mer Search,
fig|562.22832.peg.4584,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22832.562.22832.con.0041.CDS.12587.12736.fwd,,562.22832,,PATRIC,K-mer Search,
fig|562.22833.peg.4090,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.22833.562.22833.con.0027.CDS.16961.17272.fwd,,562.22833,,PATRIC,K-mer Search,
fig|562.22833.peg.3620,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.22833.562.22833.con.0019.CDS.65218.68712.rev,,562.22833,,CARD,BLAT,98.0
fig|562.22833.peg.475,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22833.562.22833.con.0002.CDS.99923.101116.rev,,562.22833,,PATRIC,K-mer Search,
fig|562.22833.peg.1674,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22833.562.22833.con.0006.CDS.18131.18754.fwd,,562.22833,,PATRIC,K-mer Search,
fig|562.22835.peg.2902,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22835.562.22835.con.0020.CDS.20691.21074.rev,,562.22835,,PATRIC,K-mer Search,
fig|562.22835.peg.4800,"antibiotic target replacement protein,sulfonamide resistance gene",Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, sulfamethazine",PATRIC.562.22835.562.22835.con.0081.CDS.6341.7033.rev,,562.22835,,CARD,BLAT,92.0
fig|562.22835.peg.3642,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.22835.562.22835.con.0032.CDS.36028.38049.fwd,,562.22835,,CARD,BLAT,100.0
fig|562.22835.peg.793,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22835.562.22835.con.0003.CDS.152851.154599.fwd,,562.22835,,CARD,BLAT,100.0
fig|562.22835.peg.722,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22835.562.22835.con.0003.CDS.68692.69924.fwd,,562.22835,,PATRIC,K-mer Search,
fig|562.22835.peg.2123,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22835.562.22835.con.0011.CDS.73099.74262.rev,,562.22835,,PATRIC,K-mer Search,
fig|562.22835.peg.2429,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.22835.562.22835.con.0014.CDS.87683.88057.fwd,,562.22835,,PATRIC,K-mer Search,
fig|562.22836.peg.426,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22836.562.22836.con.0001.CDS.418206.418355.rev,,562.22836,,PATRIC,K-mer Search,
fig|562.22836.peg.1796,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22836.562.22836.con.0006.CDS.126956.127369.fwd,,562.22836,,PATRIC,K-mer Search,
fig|562.22836.peg.220,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22836.562.22836.con.0001.CDS.212028.213776.rev,,562.22836,,CARD,BLAT,100.0
fig|562.22836.peg.1239,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22836.562.22836.con.0004.CDS.96770.97618.fwd,,562.22836,,PATRIC,K-mer Search,
fig|562.22837.peg.2988,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22837.562.22837.con.0016.CDS.74964.77378.fwd,,562.22837,,PATRIC,K-mer Search,
fig|562.22837.peg.896,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22837.562.22837.con.0003.CDS.227697.227915.rev,,562.22837,,PATRIC,K-mer Search,
fig|562.22837.peg.1295,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22837.562.22837.con.0005.CDS.148772.149419.fwd,,562.22837,,PATRIC,K-mer Search,
fig|562.22837.peg.915,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22837.562.22837.con.0004.CDS.6988.8736.fwd,,562.22837,,CARD,BLAT,100.0
fig|562.22838.peg.1695,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22838.562.22838.con.0007.CDS.108174.109022.rev,,562.22838,,PATRIC,K-mer Search,
fig|562.22838.peg.3175,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.22838.562.22838.con.0017.CDS.95420.96043.rev,,562.22838,,PATRIC,K-mer Search,
fig|562.22838.peg.4966,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22838.562.22838.con.0065.CDS.194.1378.rev,,562.22838,,PATRIC,K-mer Search,
fig|562.22839.peg.4026,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22839.562.22839.con.0020.CDS.38904.41318.rev,,562.22839,,PATRIC,K-mer Search,
fig|562.22839.peg.498,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22839.562.22839.con.0001.CDS.494594.494977.rev,,562.22839,,PATRIC,K-mer Search,
fig|562.2284.peg.3782,"antibiotic target protection protein, fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.2284.AXOE01000073.CDS.2550.5996.rev,,562.2284,,CARD,BLAT,100.0
fig|562.2284.peg.137,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.2284.AXOE01000002.CDS.7373.7807.fwd,,562.2284,,PATRIC,K-mer Search,
fig|562.2284.peg.1036,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.2284.AXOE01000010.CDS.25822.26133.rev,,562.2284,,PATRIC,K-mer Search,
fig|562.2284.peg.139,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.2284.AXOE01000002.CDS.8243.8461.fwd,,562.2284,,PATRIC,K-mer Search,
fig|562.22841.peg.4588,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.22841.562.22841.con.0043.CDS.13843.14616.rev,,562.22841,,PATRIC,K-mer Search,
fig|562.22841.peg.5152,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22841.562.22841.con.0092.CDS.329.1492.fwd,,562.22841,,CARD,BLAT,90.0
fig|562.22841.peg.1237,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.22841.562.22841.con.0005.CDS.108163.109011.rev,,562.22841,,PATRIC,K-mer Search,
fig|562.22841.peg.2553,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22841.562.22841.con.0013.CDS.69931.71124.fwd,,562.22841,,PATRIC,K-mer Search,
fig|562.22841.peg.691,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22841.562.22841.con.0003.CDS.24199.24633.fwd,,562.22841,,PATRIC,K-mer Search,
fig|562.22842.peg.1476,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22842.562.22842.con.0005.CDS.101241.102473.fwd,,562.22842,,PATRIC,K-mer Search,
fig|562.22842.peg.1806,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.22842.562.22842.con.0006.CDS.129445.129858.fwd,,562.22842,,PATRIC,K-mer Search,
fig|562.22842.peg.238,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.22842.562.22842.con.0001.CDS.268263.270890.rev,,562.22842,,PATRIC,K-mer Search,
fig|562.22843.peg.4110,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22843.562.22843.con.0035.CDS.29284.29433.rev,,562.22843,,PATRIC,K-mer Search,
fig|562.22843.peg.533,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22843.562.22843.con.0002.CDS.253946.255109.rev,,562.22843,,CARD,BLAT,90.0
fig|562.22843.peg.2113,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22843.562.22843.con.0011.CDS.44523.46004.fwd,,562.22843,,CARD,BLAT,100.0
fig|562.22844.peg.942,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22844.562.22844.con.0002.CDS.406176.407339.rev,,562.22844,,CARD,BLAT,90.0
fig|562.22844.peg.39,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22844.562.22844.con.0001.CDS.37266.37484.fwd,,562.22844,,PATRIC,K-mer Search,
fig|562.22844.peg.1220,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.22844.562.22844.con.0003.CDS.226871.228619.rev,,562.22844,,CARD,BLAT,100.0
fig|562.22844.peg.1790,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.22844.562.22844.con.0005.CDS.60893.63307.fwd,,562.22844,,PATRIC,K-mer Search,
fig|562.22844.peg.2243,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.22844.562.22844.con.0007.CDS.3039.3413.rev,,562.22844,,PATRIC,K-mer Search,
fig|562.22844.peg.1380,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22844.562.22844.con.0003.CDS.404300.404449.rev,,562.22844,,PATRIC,K-mer Search,
fig|562.22844.peg.3393,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.22844.562.22844.con.0013.CDS.100642.101289.fwd,,562.22844,,PATRIC,K-mer Search,
fig|562.22844.peg.941,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.22844.562.22844.con.0002.CDS.404638.406176.rev,,562.22844,,PATRIC,K-mer Search,
fig|562.22845.peg.1417,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22845.562.22845.con.0004.CDS.120518.121999.fwd,,562.22845,,CARD,BLAT,100.0
fig|562.22845.peg.35,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22845.562.22845.con.0001.CDS.35755.36189.fwd,,562.22845,,PATRIC,K-mer Search,
fig|562.22846.peg.477,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.22846.562.22846.con.0001.CDS.465446.465664.rev,,562.22846,,PATRIC,K-mer Search,
fig|562.22846.peg.829,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.22846.562.22846.con.0002.CDS.353058.354221.rev,,562.22846,,CARD,BLAT,90.0
fig|562.22847.peg.541,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.22847.562.22847.con.0002.CDS.231032.232513.rev,,562.22847,,CARD,BLAT,100.0
fig|562.22847.peg.672,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.22847.562.22847.con.0003.CDS.68692.69924.fwd,,562.22847,,PATRIC,K-mer Search,
fig|562.22847.peg.5023,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(B)",tetracycline ,PATRIC.562.22847.562.22847.con.0095.CDS.4214.5419.fwd,,562.22847,,PATRIC,K-mer Search,
